Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,DetectorTime(ms),DescriptorTime(ms),#MatchedPoints,MatchingTime(ms)),TTC Lidar(s)),TTC Camera(s))
FAST,ORB,17,1946,0,1.27780000,5.44370000,1243,10.44080000,11.03011361,7.73072444

FAST,FREAK,0,1864,0,1.28540000,45.77030000,0,0.00000000,0.00000000,0.00000000
FAST,FREAK,1,1898,0,1.31780000,45.97900000,959,9.37790000,12.28909987,11.93012605
FAST,FREAK,2,1865,0,1.67220000,44.65500000,950,10.04460000,13.35472472,11.78184612
FAST,FREAK,3,1840,0,1.25060000,46.27280000,944,9.32240000,16.38445235,16.14662882
FAST,FREAK,4,1867,0,1.32440000,48.08040000,889,10.61370000,14.07644542,13.14412086
FAST,FREAK,5,1876,0,1.28460000,46.36230000,969,9.14980000,12.72994538,11.96019184
FAST,FREAK,6,1843,0,1.34920000,47.86130000,917,11.20790000,13.75107388,12.00864435
FAST,FREAK,7,1829,0,1.35600000,49.31940000,886,9.43890000,13.73143194,11.71200967
FAST,FREAK,8,1843,0,1.57530000,48.34860000,883,12.36020000,13.79012564,12.52868571
FAST,FREAK,9,1818,0,1.22480000,44.80180000,865,9.79890000,12.05899411,14.53399846
FAST,FREAK,10,1879,0,1.30830000,46.95870000,897,9.74810000,11.86418535,14.51034491
FAST,FREAK,11,1849,0,2.39920000,48.30950000,930,10.83150000,11.96819706,13.64593122
FAST,FREAK,12,1826,0,1.61880000,47.27870000,898,8.80880000,9.88711316,12.42891613
FAST,FREAK,13,1842,0,1.32280000,46.57390000,923,9.39470000,9.42503692,13.10304187
FAST,FREAK,14,1833,0,1.43990000,47.13200000,952,8.57270000,9.30214768,12.11316895
FAST,FREAK,15,1921,0,1.33980000,50.36900000,930,10.31030000,8.32120023,12.89360530
FAST,FREAK,16,1934,0,1.39900000,49.15810000,957,10.80690000,8.89867334,12.19959015
FAST,FREAK,17,1946,0,1.26040000,50.25630000,1011,10.33490000,11.03011361,11.91568263

FAST,AKAZE,0,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,1,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,2,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,3,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,4,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,5,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,6,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,7,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,8,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,9,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,10,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,11,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,12,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,13,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,14,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,15,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,16,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
FAST,AKAZE,17,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000

FAST,SIFT,0,1864,0,1.38420000,39.19550000,0,0.00000000,0.00000000,0.00000000
FAST,SIFT,1,1898,0,1.22010000,39.01130000,1424,18.80470000,12.28909987,12.35411492
FAST,SIFT,2,1865,0,1.25030000,40.53130000,1446,18.27180000,13.35472472,12.75708956
FAST,SIFT,3,1840,0,1.28940000,45.31250000,1383,17.41820000,16.38445235,12.82141867
FAST,SIFT,4,1867,0,1.37400000,36.12700000,1389,18.44970000,14.07644542,12.63213219
FAST,SIFT,5,1876,0,1.50050000,43.86390000,1449,17.55580000,12.72994538,13.04588753
FAST,SIFT,6,1843,0,1.30990000,37.37500000,1425,18.00490000,13.75107388,12.31755296
FAST,SIFT,7,1829,0,1.37630000,41.27650000,1377,20.26500000,13.73143194,11.90334734
FAST,SIFT,8,1843,0,1.27730000,37.23750000,1345,17.00580000,13.79012564,12.06746610
FAST,SIFT,9,1818,0,1.28310000,40.46130000,1385,18.55020000,12.05899411,13.27519130
FAST,SIFT,10,1879,0,1.62030000,36.63290000,1392,18.34210000,11.86418535,13.26826559
FAST,SIFT,11,1849,0,1.38190000,45.02610000,1350,19.18400000,11.96819706,12.95088640
FAST,SIFT,12,1826,0,1.48220000,35.04100000,1368,18.20780000,9.88711316,12.27297309
FAST,SIFT,13,1842,0,1.26430000,39.50130000,1368,16.87510000,9.42503692,13.40297402
FAST,SIFT,14,1833,0,1.33450000,36.33400000,1386,17.22010000,9.30214768,11.91905520
FAST,SIFT,15,1921,0,1.34060000,39.33690000,1386,18.56640000,8.32120023,11.34212749
FAST,SIFT,16,1934,0,1.32940000,40.15820000,1446,29.75170000,8.89867334,10.70372101
FAST,SIFT,17,1946,0,1.30600000,35.79990000,1445,18.76690000,11.03011361,10.36289123

BRISK,BRISK,0,2896,0,33.60700000,29.07380000,0,0.00000000,0.00000000,0.00000000
BRISK,BRISK,1,3000,0,37.65030000,24.62910000,1578,23.91700000,12.28909987,14.33459429
BRISK,BRISK,2,2974,0,33.83850000,24.59820000,1631,23.97610000,13.35472472,21.71857316
BRISK,BRISK,3,2953,0,38.14940000,25.12460000,1589,24.51930000,16.38445235,14.07442815
BRISK,BRISK,4,2855,0,34.67740000,24.30640000,1510,22.50660000,14.07644542,13.81294154
BRISK,BRISK,5,2906,0,32.67960000,25.39260000,1497,27.92070000,12.72994538,26.43049931
BRISK,BRISK,6,2886,0,33.90490000,23.57780000,1525,22.06820000,13.75107388,16.93104295
BRISK,BRISK,7,2886,0,34.63450000,24.20320000,1500,24.04600000,13.73143194,14.42880302
BRISK,BRISK,8,2893,0,34.75400000,24.74160000,1494,28.51560000,13.79012564,12.65825210
BRISK,BRISK,9,2930,0,35.84940000,24.88160000,1529,21.49940000,12.05899411,13.89591495
BRISK,BRISK,10,3022,0,34.76000000,24.64770000,1497,22.41500000,11.86418535,10.87818579
BRISK,BRISK,11,3013,0,38.79670000,25.00010000,1564,24.70700000,11.96819706,13.39020715
BRISK,BRISK,12,2949,0,42.30580000,24.81620000,1562,23.24260000,9.88711316,11.93683145
BRISK,BRISK,13,3012,0,34.27760000,27.59760000,1553,29.88940000,9.42503692,10.87282548
BRISK,BRISK,14,3026,0,35.12980000,24.96610000,1588,24.84920000,9.30214768,14.44969186
BRISK,BRISK,15,3074,0,34.97170000,25.00350000,1682,23.73170000,8.32120023,11.81838513
BRISK,BRISK,16,3131,0,38.21970000,26.04070000,1687,24.96300000,8.89867334,11.51389206
BRISK,BRISK,17,3135,0,35.63740000,25.61470000,1682,24.37750000,11.03011361,10.16703709

BRISK,BRIEF,0,2896,0,32.28310000,7.64250000,0,0.00000000,0.00000000,0.00000000
BRISK,BRIEF,1,3000,0,32.66160000,8.04450000,1702,19.78480000,12.28909987,10.96324679
BRISK,BRIEF,2,2974,0,32.61540000,8.23530000,1777,19.39550000,13.35472472,15.46585420
BRISK,BRIEF,3,2953,0,32.83470000,8.82670000,1805,20.21060000,16.38445235,10.85247641
BRISK,BRIEF,4,2855,0,32.23570000,8.43580000,1705,22.49630000,14.07644542,23.11285255
BRISK,BRIEF,5,2906,0,34.96290000,9.86660000,1715,19.86960000,12.72994538,15.04318417
BRISK,BRIEF,6,2886,0,34.88940000,9.57700000,1747,20.60270000,13.75107388,17.31119276
BRISK,BRIEF,7,2886,0,32.94120000,8.78220000,1678,25.08250000,13.73143194,13.80424967
BRISK,BRIEF,8,2893,0,35.35340000,8.76960000,1675,19.52590000,13.79012564,16.81965358
BRISK,BRIEF,9,2930,0,34.19880000,8.81420000,1737,18.75600000,12.05899411,15.05143251
BRISK,BRIEF,10,3022,0,35.76360000,9.06370000,1708,19.53480000,11.86418535,9.68531188
BRISK,BRIEF,11,3013,0,35.53180000,9.66410000,1741,19.92550000,11.96819706,12.53940098
BRISK,BRIEF,12,2949,0,36.98750000,12.54660000,1742,26.61740000,9.88711316,12.19694061
BRISK,BRIEF,13,3012,0,34.59930000,8.43100000,1721,19.16220000,9.42503692,11.84389655
BRISK,BRIEF,14,3026,0,34.95320000,8.60020000,1764,20.71090000,9.30214768,11.33713687
BRISK,BRIEF,15,3074,0,44.02630000,11.02920000,1850,22.59820000,8.32120023,10.24529327
BRISK,BRIEF,16,3131,0,35.52410000,9.45520000,1838,20.75780000,8.89867334,10.91639676
BRISK,BRIEF,17,3135,0,37.85430000,8.59560000,1908,21.26790000,11.03011361,11.05713847

BRISK,ORB,0,2896,0,33.12680000,8.77430000,0,0.00000000,0.00000000,0.00000000
BRISK,ORB,1,3000,0,34.44190000,8.09750000,1480,18.73920000,12.28909987,11.32603443
BRISK,ORB,2,2974,0,37.10860000,9.43440000,1523,21.07110000,13.35472472,18.93055025
BRISK,ORB,3,2953,0,38.02250000,8.87180000,1517,20.97090000,16.38445235,12.70295430
BRISK,ORB,4,2855,0,33.17320000,10.23660000,1436,19.45090000,14.07644542,13.46450198
BRISK,ORB,5,2906,0,34.35790000,8.12290000,1422,18.63640000,12.72994538,17.70685265
BRISK,ORB,6,2886,0,37.27330000,9.77940000,1436,20.06580000,13.75107388,22.92215328
BRISK,ORB,7,2886,0,34.12210000,8.15080000,1415,18.11560000,13.73143194,15.01918376
BRISK,ORB,8,2893,0,33.21340000,8.24540000,1431,17.82980000,13.79012564,15.22557886
BRISK,ORB,9,2930,0,35.57300000,8.17970000,1440,18.42300000,12.05899411,13.93838957
BRISK,ORB,10,3022,0,36.60940000,8.90740000,1463,20.40660000,11.86418535,10.58828706
BRISK,ORB,11,3013,0,37.03300000,10.47170000,1456,22.54970000,11.96819706,14.03634574
BRISK,ORB,12,2949,0,50.96780000,14.54230000,1481,29.89980000,9.88711316,12.39422438
BRISK,ORB,13,3012,0,54.53000000,13.47210000,1479,38.57440000,9.42503692,11.13474717
BRISK,ORB,14,3026,0,36.71300000,10.19220000,1536,21.74470000,9.30214768,14.96618374
BRISK,ORB,15,3074,0,37.52850000,8.50940000,1557,23.79290000,8.32120023,10.14247451
BRISK,ORB,16,3131,0,37.59460000,8.51900000,1554,23.41280000,8.89867334,11.77782435
BRISK,ORB,17,3135,0,41.60150000,9.39510000,1590,27.87880000,11.03011361,10.10460404

BRISK,FREAK,0,2896,0,35.01570000,45.75740000,0,0.00000000,0.00000000,0.00000000
BRISK,FREAK,1,3000,0,37.65830000,43.45470000,1396,15.84410000,12.28909987,11.77775497
BRISK,FREAK,2,2974,0,36.14740000,47.02830000,1470,19.29720000,13.35472472,21.23270301
BRISK,FREAK,3,2953,0,34.06850000,47.76770000,1477,16.23370000,16.38445235,10.68889230
BRISK,FREAK,4,2855,0,34.15760000,42.24380000,1428,14.96020000,14.07644542,14.58039794
BRISK,FREAK,5,2906,0,34.55520000,40.70740000,1391,15.47660000,12.72994538,16.41083930
BRISK,FREAK,6,2886,0,36.81070000,48.02360000,1388,19.79790000,13.75107388,12.73224354
BRISK,FREAK,7,2886,0,35.63510000,43.08180000,1364,17.69970000,13.73143194,10.91898758
BRISK,FREAK,8,2893,0,35.43820000,49.68560000,1368,20.84080000,13.79012564,13.12471177
BRISK,FREAK,9,2930,0,37.21990000,49.48090000,1382,17.58450000,12.05899411,16.97090727
BRISK,FREAK,10,3022,0,37.46160000,45.34670000,1370,17.56790000,11.86418535,11.95821596
BRISK,FREAK,11,3013,0,37.20710000,48.29990000,1412,18.42930000,11.96819706,14.70554730
BRISK,FREAK,12,2949,0,40.87560000,44.08480000,1382,17.64550000,9.88711316,11.21841104
BRISK,FREAK,13,3012,0,45.37380000,49.37230000,1355,17.29940000,9.42503692,13.22374413
BRISK,FREAK,14,3026,0,40.70040000,50.92480000,1376,18.11440000,9.30214768,10.11398249
BRISK,FREAK,15,3074,0,39.51630000,47.22780000,1475,19.06560000,8.32120023,14.19565967
BRISK,FREAK,16,3131,0,44.50860000,51.49270000,1465,19.90290000,8.89867334,10.30505907
BRISK,FREAK,17,3135,0,43.64040000,49.78280000,1544,23.44240000,11.03011361,10.11665753

BRISK,AKAZE,0,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,1,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,2,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,3,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,4,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,5,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,6,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,7,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,8,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,9,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,10,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,11,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,12,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,13,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,14,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,15,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,16,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
BRISK,AKAZE,17,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000

BRISK,SIFT,0,2896,0,37.15050000,101.68560000,0,0.00000000,0.00000000,0.00000000
BRISK,SIFT,1,3000,0,38.61170000,95.38920000,1740,51.32270000,12.28909987,13.86785897
BRISK,SIFT,2,2974,0,39.73940000,98.19130000,1774,59.66900000,13.35472472,17.81326865
BRISK,SIFT,3,2953,0,38.09960000,97.71700000,1780,48.03540000,16.38445235,14.53125446
BRISK,SIFT,4,2855,0,42.01580000,103.35700000,1756,51.46630000,14.07644542,15.08512084
BRISK,SIFT,5,2906,0,41.38900000,96.57980000,1718,42.79790000,12.72994538,33.57216202
BRISK,SIFT,6,2886,0,39.67730000,93.38550000,1704,45.07290000,13.75107388,19.63364560
BRISK,SIFT,7,2886,0,41.72150000,97.52450000,1698,44.01710000,13.73143194,15.17110043
BRISK,SIFT,8,2893,0,37.19810000,101.26860000,1669,46.60420000,13.79012564,14.46834029
BRISK,SIFT,9,2930,0,40.60550000,115.57060000,1682,56.82250000,12.05899411,13.70964845
BRISK,SIFT,10,3022,0,35.72350000,81.40180000,1712,46.81320000,11.86418535,11.60972298
BRISK,SIFT,11,3013,0,35.93520000,82.13790000,1751,46.67610000,11.96819706,11.58458581
BRISK,SIFT,12,2949,0,40.31990000,87.73390000,1716,46.67880000,9.88711316,11.02397687
BRISK,SIFT,13,3012,0,39.36790000,83.64370000,1773,44.35280000,9.42503692,11.17743626
BRISK,SIFT,14,3026,0,35.32660000,83.77540000,1715,52.50180000,9.30214768,10.20746658
BRISK,SIFT,15,3074,0,37.55770000,85.37430000,1801,47.79560000,8.32120023,10.32450402
BRISK,SIFT,16,3131,0,37.24930000,99.00900000,1820,49.30480000,8.89867334,14.01992630
BRISK,SIFT,17,3135,0,37.56010000,90.26610000,1872,56.45090000,11.03011361,11.57406309

ORB,BRISK,0,500,0,9.28070000,5.35940000,0,0.00000000,0.00000000,0.00000000
ORB,BRISK,1,500,0,8.65420000,5.17920000,311,0.90130000,12.28909987,10.28522784
ORB,BRISK,2,500,0,10.79730000,5.23420000,290,0.61650000,13.35472472,11.24447198
ORB,BRISK,3,500,0,8.93580000,4.72520000,298,1.37980000,16.38445235,31.53129026
ORB,BRISK,4,500,0,8.45170000,5.04910000,291,0.74970000,14.07644542,12.05960915
ORB,BRISK,5,500,0,9.96950000,7.58550000,316,0.68100000,12.72994538,79.32319731
ORB,BRISK,6,500,0,9.08790000,6.62160000,318,0.66740000,13.75107388,7.13792539
ORB,BRISK,7,500,0,8.83070000,5.15860000,306,0.78860000,13.73143194,8.92813837
ORB,BRISK,8,500,0,8.65980000,5.05700000,309,0.82090000,13.79012564,10.43665665
ORB,BRISK,9,500,0,8.06010000,4.75660000,309,1.25090000,12.05899411,-inf
ORB,BRISK,10,500,0,9.45330000,5.78700000,315,0.68750000,11.86418535,10.88220519
ORB,BRISK,11,500,0,9.59040000,5.34460000,311,0.83570000,11.96819706,7.52121469
ORB,BRISK,12,500,0,8.95790000,4.86140000,315,0.62860000,9.88711316,-inf
ORB,BRISK,13,500,0,9.11930000,4.65830000,316,0.69910000,9.42503692,15.41882941
ORB,BRISK,14,500,0,8.67830000,5.29100000,300,0.69550000,9.30214768,11.35269790
ORB,BRISK,15,500,0,9.11380000,4.47870000,313,0.76750000,8.32120023,13.59396611
ORB,BRISK,16,500,0,10.62070000,5.15360000,326,0.87780000,8.89867334,36.15472108
ORB,BRISK,17,500,0,8.50280000,4.94170000,320,0.65280000,11.03011361,18.70610324

ORB,BRIEF,0,500,0,12.73540000,3.60970000,0,0.00000000,0.00000000,0.00000000
ORB,BRIEF,1,500,0,8.59560000,3.35820000,221,1.21490000,12.28909987,16.50727890
ORB,BRIEF,2,500,0,8.93530000,3.30650000,247,1.13650000,13.35472472,9.79368692
ORB,BRIEF,3,500,0,8.68730000,3.18350000,229,0.95130000,16.38445235,9.75076460
ORB,BRIEF,4,500,0,8.89820000,3.42360000,222,1.30720000,14.07644542,13.22494144
ORB,BRIEF,5,500,0,8.40350000,3.63560000,248,1.21490000,12.72994538,49.91151125
ORB,BRIEF,6,500,0,8.66090000,3.87850000,233,0.92820000,13.75107388,nan
ORB,BRIEF,7,500,0,8.79050000,3.17880000,234,1.06770000,13.73143194,nan
ORB,BRIEF,8,500,0,9.22200000,3.34280000,244,1.58870000,13.79012564,-inf
ORB,BRIEF,9,500,0,8.72320000,3.50700000,242,0.94400000,12.05899411,188.57940513
ORB,BRIEF,10,500,0,9.11920000,3.31710000,223,0.92400000,11.86418535,63.54675660
ORB,BRIEF,11,500,0,11.48790000,3.52080000,226,1.07570000,11.96819706,15.08583266
ORB,BRIEF,12,500,0,11.21220000,3.61700000,252,1.34360000,9.88711316,24.46684196
ORB,BRIEF,13,500,0,9.85490000,3.33800000,229,1.17430000,9.42503692,15.59278511
ORB,BRIEF,14,500,0,8.93800000,3.55390000,238,1.60830000,9.30214768,9.99924923
ORB,BRIEF,15,500,0,10.86170000,3.55360000,262,1.24230000,8.32120023,8.34235631
ORB,BRIEF,16,500,0,9.50600000,3.67800000,219,1.00320000,8.89867334,10.04939626
ORB,BRIEF,17,500,0,9.67390000,3.53080000,223,1.43160000,11.03011361,11.57940259

ORB,ORB,0,500,0,9.30960000,6.90410000,0,0.00000000,0.00000000,0.00000000
ORB,ORB,1,500,0,9.42980000,8.16640000,330,1.07080000,12.28909987,-inf
ORB,ORB,2,500,0,8.96890000,7.07250000,321,1.28090000,13.35472472,9.57499235
ORB,ORB,3,500,0,9.08990000,7.91030000,327,1.44100000,16.38445235,12.09571673
ORB,ORB,4,500,0,10.19660000,7.28480000,320,1.11870000,14.07644542,-inf
ORB,ORB,5,500,0,8.91070000,7.76620000,318,1.25260000,12.72994538,262.71236915
ORB,ORB,6,500,0,10.77530000,7.06170000,343,1.24690000,13.75107388,-inf
ORB,ORB,7,500,0,10.56400000,9.01360000,327,1.41890000,13.73143194,-inf
ORB,ORB,8,500,0,9.14500000,8.61350000,344,1.02890000,13.79012564,18.37432828
ORB,ORB,9,500,0,10.89750000,8.68250000,343,1.19360000,12.05899411,-inf
ORB,ORB,10,500,0,10.84500000,7.05970000,320,1.22680000,11.86418535,11.47588477
ORB,ORB,11,500,0,10.01260000,8.00690000,325,1.73110000,11.96819706,9.34127950
ORB,ORB,12,500,0,10.96150000,9.38050000,325,4.15100000,9.88711316,-inf
ORB,ORB,13,500,0,9.14750000,8.66650000,309,0.91210000,9.42503692,-inf
ORB,ORB,14,500,0,8.73360000,7.56010000,345,0.97080000,9.30214768,-inf
ORB,ORB,15,500,0,10.14820000,9.43640000,335,1.18660000,8.32120023,-inf
ORB,ORB,16,500,0,9.23440000,6.61030000,312,0.98290000,8.89867334,15.81129200
ORB,ORB,17,500,0,10.96370000,7.49980000,344,1.13580000,11.03011361,21.86915132

ORB,FREAK,0,500,0,11.08870000,37.96680000,0,0.00000000,0.00000000,0.00000000
ORB,FREAK,1,500,0,9.14350000,35.55450000,109,0.26700000,12.28909987,12.05689321
ORB,FREAK,2,500,0,11.70780000,41.17030000,123,0.29030000,13.35472472,10.72100062
ORB,FREAK,3,500,0,8.79000000,35.64560000,128,0.33030000,16.38445235,11.55855387
ORB,FREAK,4,500,0,9.12060000,39.02180000,136,0.21880000,14.07644542,10.84924287
ORB,FREAK,5,500,0,9.71140000,36.73650000,110,0.26070000,12.72994538,14.06008269
ORB,FREAK,6,500,0,9.38790000,38.43520000,132,0.25440000,13.75107388,-inf
ORB,FREAK,7,500,0,9.02670000,35.81950000,136,0.21800000,13.73143194,nan
ORB,FREAK,8,500,0,9.76510000,37.38260000,135,0.29760000,13.79012564,nan
ORB,FREAK,9,500,0,9.38540000,36.25780000,144,0.32660000,12.05899411,18.39005709
ORB,FREAK,10,500,0,9.92090000,37.12470000,146,0.28300000,11.86418535,10.87753999
ORB,FREAK,11,500,0,8.76930000,34.75740000,149,0.28650000,11.96819706,10.81805274
ORB,FREAK,12,500,0,10.30440000,36.19920000,155,0.27870000,9.88711316,8.31342005
ORB,FREAK,13,500,0,8.23130000,35.50810000,139,0.28430000,9.42503692,8.59036173
ORB,FREAK,14,500,0,8.69220000,35.63650000,151,0.33970000,9.30214768,10.85419008
ORB,FREAK,15,500,0,8.27530000,35.51910000,160,0.28030000,8.32120023,nan
ORB,FREAK,16,500,0,12.65090000,42.70040000,144,0.24500000,8.89867334,10.45584239
ORB,FREAK,17,500,0,8.64910000,35.23650000,137,0.30540000,11.03011361,6.42412154

ORB,AKAZE,0,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,1,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,2,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,3,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,4,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,5,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,6,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,7,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,8,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,9,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,10,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,11,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,12,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,13,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,14,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,15,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,16,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,17,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000

ORB,SIFT,0,500,0,8.72520000,60.18420000,0,0.00000000,0.00000000,0.00000000
ORB,SIFT,1,500,0,9.20330000,63.73900000,374,2.69500000,12.28909987,8.78371813
ORB,SIFT,2,500,0,8.83760000,53.40250000,361,1.69450000,13.35472472,13.59900861
ORB,SIFT,3,500,0,9.95710000,64.76070000,366,2.05780000,16.38445235,12.09571673
ORB,SIFT,4,500,0,9.70400000,52.77480000,372,1.58640000,14.07644542,14.57772204
ORB,SIFT,5,500,0,9.48700000,70.00550000,375,1.83060000,12.72994538,-inf
ORB,SIFT,6,500,0,9.16970000,51.63890000,381,1.78800000,13.75107388,-inf
ORB,SIFT,7,500,0,8.91340000,55.08730000,378,1.45320000,13.73143194,-inf
ORB,SIFT,8,500,0,8.66740000,54.13920000,372,1.45810000,13.79012564,10.99114062
ORB,SIFT,9,500,0,10.77870000,69.63650000,352,1.93160000,12.05899411,-inf
ORB,SIFT,10,500,0,11.19240000,55.84280000,355,1.49570000,11.86418535,11.13886850
ORB,SIFT,11,500,0,8.20170000,54.44200000,377,1.63970000,11.96819706,7.74873527
ORB,SIFT,12,500,0,8.48540000,54.59520000,394,1.48840000,9.88711316,-inf
ORB,SIFT,13,500,0,10.16040000,61.22760000,377,1.74910000,9.42503692,12.85621148
ORB,SIFT,14,500,0,8.98190000,57.34040000,393,1.66670000,9.30214768,-inf
ORB,SIFT,15,500,0,9.02720000,52.31710000,383,1.40840000,8.32120023,171.91619554
ORB,SIFT,16,500,0,9.57780000,52.24830000,368,1.52300000,8.89867334,12.87873091
ORB,SIFT,17,500,0,8.82540000,52.09650000,360,1.42040000,11.03011361,19.20264194

AKAZE,BRISK,0,1513,0,63.04050000,12.58530000,0,0.00000000,0.00000000,0.00000000
AKAZE,BRISK,1,1541,0,64.12060000,14.69030000,973,8.11880000,12.28909987,11.67947406
AKAZE,BRISK,2,1529,0,61.96170000,13.25940000,965,6.10520000,13.35472472,13.07263742
AKAZE,BRISK,3,1561,0,54.04040000,13.78820000,988,7.01730000,16.38445235,13.46281278
AKAZE,BRISK,4,1545,0,77.62950000,13.83560000,975,6.90760000,14.07644542,13.68881963
AKAZE,BRISK,5,1526,0,47.39900000,15.97530000,972,8.59380000,12.72994538,13.36583473
AKAZE,BRISK,6,1566,0,53.81660000,13.32640000,1003,6.19900000,13.75107388,12.72475020
AKAZE,BRISK,7,1529,0,60.29220000,12.81740000,1010,6.37290000,13.73143194,16.30045161
AKAZE,BRISK,8,1547,0,59.34310000,13.47520000,994,6.52340000,13.79012564,12.61048668
AKAZE,BRISK,9,1572,0,50.59080000,12.73990000,1007,6.66800000,12.05899411,13.65571823
AKAZE,BRISK,10,1567,0,51.36460000,13.93470000,1008,7.77920000,11.86418535,11.71354110
AKAZE,BRISK,11,1538,0,76.78950000,14.62710000,987,7.17020000,11.96819706,12.89758861
AKAZE,BRISK,12,1513,0,54.72030000,13.59770000,979,6.55770000,9.88711316,10.30097026
AKAZE,BRISK,13,1538,0,56.44230000,14.52860000,986,8.70080000,9.42503692,10.20946171
AKAZE,BRISK,14,1555,0,52.15590000,15.07460000,1028,8.53490000,9.30214768,9.17270334
